TestSat.Busek_BHT_200_largetank.FuelMass   TestSat.ElapsedDays       TestSat.Earth.RadApo      TestSat.Earth.RadPer      TestSat.Earth.SMA         TestSat.Earth.ECC         TestSat.TotalMass         orbit_height              target_mass               Abbruch                   
8.898704524;87.26204575;6630.211821;6556.370387;6593.291104;0.005599740135;102.8987045;800;50;1
8.751673221;137.8532366;6621.191915;6556.093211;6588.642563;0.004940221258;127.7516732;800;75;1
8.310837479;169.6659105;6701.682678;6557.146316;6629.414497;0.01090114079;152.3108375;800;100;0
8.000813971;193.2068534;6667.334889;6557.913366;6612.624127;0.008273683833;177.000814;800;125;0
7.708195058;215.9730987;6691.672346;6556.404486;6624.038416;0.01021037703;201.7081951;800;150;1
7.514516397;241.8259638;6618.840871;6556.244864;6587.542867;0.004751089127;226.5145164;800;175;1
7.425776683;282.0787839;6627.146194;6554.928837;6591.037515;0.005478451325;251.4257767;800;200;1
6.941569959;323.4077786;6671.072684;6556.433605;6613.753144;0.008666718897;275.94157;800;225;1
6.494367163;354.816959;6749.813829;6557.986932;6653.900381;0.01441462046;300.4943672;800;250;0
6.197247424;376.8885698;6757.30355;6557.955376;6657.629463;0.014971408;325.1972474;800;275;0
6.140341972;402.7309291;6660.326611;6556.841164;6608.583887;0.007829623492;350.140342;800;300;1
5.945539973;448.7606134;6625.540568;6555.902678;6590.721623;0.005283024655;374.94554;800;325;1
5.456672195;483.1034863;6680.387116;6557.389364;6618.88824;0.009291420853;399.4566722;800;350;0
5.144710042;505.9298584;6692.281115;6556.582714;6624.431914;0.01024226698;424.14471;800;375;1
4.873457552;525.1319638;6799.829895;6556.912902;6678.371398;0.0181868436;448.8734576;800;400;1
4.550188234;548.1238884;6738.482702;6557.771169;6648.126935;0.01359116143;473.5501882;800;425;0
4.473034278;577.7963056;6623.158361;6556.582483;6589.870422;0.005051379917;498.4730343;800;450;1
4.020957541;615.4310648;6684.037819;6557.754322;6620.896071;0.009536737569;523.0209575;800;475;0
3.695681341;637.3012444;6757.247806;6556.876454;6657.06213;0.01504953298;547.6956813;800;500;1
3.415846491;655.7122969;6803.371455;6556.938431;6680.154943;0.01844515783;572.4158465;800;525;1
3.115727992;678.0997428;6734.436986;6557.613995;6646.02549;0.01330291248;597.115728;800;550;0
