Tankmasse,Tage,Apo,Per,SMA,ECC,TotalMass,orbitheight,targetmass,,,,,,,,,,,,,,,,,,,,,,,,
5.699192285,467.3306403,6648.665429,6557.208789,6602.937109,0.006925451401,424.6991923,750,375,0,,,,,,,,,,,,,,,,,,,,,,,
5.382862178,491.0333338,6665.970071,6556.882539,6611.426305,0.008249924239,449.3828622,750,400,1,,,,,,,,,,,,,,,,,,,,,,,
5.12234447,509.9851473,6743.025471,6556.761929,6649.8937,0.01400500145,474.1223445,750,425,1,,,,,,,,,,,,,,,,,,,,,,,
4.830252078,530.521246,6710.331737,6557.646688,6633.989213,0.01150778544,498.8302521,750,450,0,,,,,,,,,,,,,,,,,,,,,,,
4.661611755,553.2037925,6628.996562,6556.910657,6592.95361,0.005466890037,523.6616118,750,475,1,,,,,,,,,,,,,,,,,,,,,,,
4.512436596,585.823587,6624.001706,6556.5436,6590.272653,0.005118005668,548.5124366,750,500,1,,,,,,,,,,,,,,,,,,,,,,,
4.097709109,616.9770675,6672.148754,6557.820033,6614.984393,0.008641647066,573.0977091,750,525,0,,,,,,,,,,,,,,,,,,,,,,,
3.807634554,636.4209836,6756.35536,6556.858725,6656.607042,0.01498485897,597.8076346,750,550,1,,,,,,,,,,,,,,,,,,,,,,,
8.898704524,87.26204575,6630.211821,6556.370387,6593.291104,0.005599740135,102.8987045,800,50,1,,,,,,,,,,,,,,,,,,,,,,,
8.751673221,137.8532366,6621.191915,6556.093211,6588.642563,0.004940221258,127.7516732,800,75,1,,,,,,,,,,,,,,,,,,,,,,,
8.310837479,169.6659105,6701.682678,6557.146316,6629.414497,0.01090114079,152.3108375,800,100,0,,,,,,,,,,,,,,,,,,,,,,,
8.000813971,193.2068534,6667.334889,6557.913366,6612.624127,0.008273683833,177.000814,800,125,0,,,,,,,,,,,,,,,,,,,,,,,
7.708195058,215.9730987,6691.672346,6556.404486,6624.038416,0.01021037703,201.7081951,800,150,1,,,,,,,,,,,,,,,,,,,,,,,
7.514516397,241.8259638,6618.840871,6556.244864,6587.542867,0.004751089127,226.5145164,800,175,1,,,,,,,,,,,,,,,,,,,,,,,
7.425776683,282.0787839,6627.146194,6554.928837,6591.037515,0.005478451325,251.4257767,800,200,1,,,,,,,,,,,,,,,,,,,,,,,
6.941569959,323.4077786,6671.072684,6556.433605,6613.753144,0.008666718897,275.94157,800,225,1,,,,,,,,,,,,,,,,,,,,,,,
6.494367163,354.816959,6749.813829,6557.986932,6653.900381,0.01441462046,300.4943672,800,250,0,,,,,,,,,,,,,,,,,,,,,,,
6.197247424,376.8885698,6757.30355,6557.955376,6657.629463,0.014971408,325.1972474,800,275,0,,,,,,,,,,,,,,,,,,,,,,,
6.140341972,402.7309291,6660.326611,6556.841164,6608.583887,0.007829623492,350.140342,800,300,1,,,,,,,,,,,,,,,,,,,,,,,
5.945539973,448.7606134,6625.540568,6555.902678,6590.721623,0.005283024655,374.94554,800,325,1,,,,,,,,,,,,,,,,,,,,,,,
5.456672195,483.1034863,6680.387116,6557.389364,6618.88824,0.009291420853,399.4566722,800,350,0,,,,,,,,,,,,,,,,,,,,,,,
5.144710042,505.9298584,6692.281115,6556.582714,6624.431914,0.01024226698,424.14471,800,375,1,,,,,,,,,,,,,,,,,,,,,,,
4.873457552,525.1319638,6799.829895,6556.912902,6678.371398,0.0181868436,448.8734576,800,400,1,,,,,,,,,,,,,,,,,,,,,,,
4.550188234,548.1238884,6738.482702,6557.771169,6648.126935,0.01359116143,473.5501882,800,425,0,,,,,,,,,,,,,,,,,,,,,,,
4.473034278,577.7963056,6623.158361,6556.582483,6589.870422,0.005051379917,498.4730343,800,450,1,,,,,,,,,,,,,,,,,,,,,,,
4.020957541,615.4310648,6684.037819,6557.754322,6620.896071,0.009536737569,523.0209575,800,475,0,,,,,,,,,,,,,,,,,,,,,,,
3.695681341,637.3012444,6757.247806,6556.876454,6657.06213,0.01504953298,547.6956813,800,500,1,,,,,,,,,,,,,,,,,,,,,,,
3.415846491,655.7122969,6803.371455,6556.938431,6680.154943,0.01844515783,572.4158465,800,525,1,,,,,,,,,,,,,,,,,,,,,,,
3.115727992,678.0997428,6734.436986,6557.613995,6646.02549,0.01330291248,597.115728,800,550,0,,,,,,,,,,,,,,,,,,,,,,,
8.8335733,101.0149729,6598.018756,6556.189629,6577.104192,0.003179904504,102.8335733,850,50,1,,,,,,,,,,,,,,,,,,,,,,,
8.475973599,157.213236,6715.519216,6554.682194,6635.100705,0.01212016431,127.4759736,850,75,1,,,,,,,,,,,,,,,,,,,,,,,
8.122278923,183.4047796,6719.995049,6557.232678,6638.613864,0.01225876177,152.1222789,850,100,0,,,,,,,,,,,,,,,,,,,,,,,
7.797112225,207.7761347,6735.416864,6556.750637,6646.08375,0.0134414667,176.7971122,850,125,1,,,,,,,,,,,,,,,,,,,,,,,
7.519281086,234.0261307,6677.926966,6557.282068,6617.604517,0.009115450823,201.5192811,850,150,0,,,,,,,,,,,,,,,,,,,,,,,
7.441146811,270.4901791,6612.526413,6553.73093,6583.128671,0.004465618526,226.4411468,850,175,1,,,,,,,,,,,,,,,,,,,,,,,
6.962895982,320.9391511,6660.869467,6556.397858,6608.633662,0.007904176075,250.962896,850,200,1,,,,,,,,,,,,,,,,,,,,,,,
6.488591148,354.328687,6782.818612,6557.739041,6670.278827,0.01687182627,275.4885911,850,225,0,,,,,,,,,,,,,,,,,,,,,,,
6.154329266,378.5715474,6816.576492,6557.930275,6687.253383,0.01933874807,300.1543293,850,250,0,,,,,,,,,,,,,,,,,,,,,,,
6.050800826,404.469369,6699.998522,6556.732143,6628.365333,0.01080706716,325.0508008,850,275,1,,,,,,,,,,,,,,,,,,,,,,,
5.830333254,454.7980942,6631.394636,6556.329907,6593.862271,0.005692015246,349.8303333,850,300,1,,,,,,,,,,,,,,,,,,,,,,,
5.322765349,489.8709291,6706.304766,6557.953655,6632.12921,0.0111842748,374.3227653,850,325,0,,,,,,,,,,,,,,,,,,,,,,,
4.983505833,514.1925153,6738.354201,6557.783435,6648.068818,0.01358069316,398.9835058,850,350,0,,,,,,,,,,,,,,,,,,,,,,,
4.71058306,533.8185345,6849.175221,6556.833943,6703.004582,0.02180673413,423.7105831,850,375,1,,,,,,,,,,,,,,,,,,,,,,,
4.377419307,559.760255,6754.788178,6557.820944,6656.304561,0.01479553949,448.3774193,850,400,0,,,,,,,,,,,,,,,,,,,,,,,
4.205813553,596.0298616,6671.941443,6556.562607,6614.252025,0.008721986631,473.2058136,850,425,1,,,,,,,,,,,,,,,,,,,,,,,
3.702093755,629.8494351,6745.593865,6557.904278,6651.749071,0.01410828828,497.7020938,850,450,0,,,,,,,,,,,,,,,,,,,,,,,
3.408079649,649.6311794,6806.970911,6556.876922,6681.923917,0.01871422006,522.4080796,850,475,1,,,,,,,,,,,,,,,,,,,,,,,
3.125690504,668.9441953,6858.168111,6556.951035,6707.559573,0.02245355202,547.1256905,850,500,1,,,,,,,,,,,,,,,,,,,,,,,
2.852197632,697.8585748,6703.071495,6557.739608,6630.405551,0.01095950207,571.8521976,850,525,0,,,,,,,,,,,,,,,,,,,,,,,
2.561202356,740.4086197,6681.27898,6557.764217,6619.521599,0.009329583866,596.5612024,850,550,0,,,,,,,,,,,,,,,,,,,,,,,
8.622737487,146.4825659,6685.303276,6555.738618,6620.520947,0.009785080317,102.6227375,950,50,1,,,,,,,,,,,,,,,,,,,,,,,
8.165537476,179.7721096,6806.607701,6557.199759,6681.90373,0.01866294041,127.1655375,950,75,0,,,,,,,,,,,,,,,,,,,,,,,
7.788115323,208.0218586,6761.21145,6556.606955,6658.909203,0.01536321407,151.7881153,950,100,1,,,,,,,,,,,,,,,,,,,,,,,
7.452466213,238.0959512,6724.378829,6556.973654,6640.676241,0.01260452765,176.4524662,950,125,1,,,,,,,,,,,,,,,,,,,,,,,
7.328365186,285.1044065,6643.938943,6556.259563,6600.099253,0.006642277395,201.3283652,950,150,1,,,,,,,,,,,,,,,,,,,,,,,
6.729752618,335.8268444,6737.377141,6556.385236,6646.881188,0.01361479918,225.7297526,950,175,1,,,,,,,,,,,,,,,,,,,,,,,
6.26594515,368.3063068,6933.976394,6557.913577,6745.944985,0.02787324958,250.2659452,950,200,0,,,,,,,,,,,,,,,,,,,,,,,
5.918501186,393.491789,6925.705596,6557.914097,6741.809846,0.02727691134,274.9185012,950,225,0,,,,,,,,,,,,,,,,,,,,,,,
5.850620745,433.1984406,6653.323251,6557.246226,6605.284739,0.007272739044,299.8506207,950,250,0,,,,,,,,,,,,,,,,,,,,,,,
5.334318785,482.9114772,6753.14436,6556.988234,6655.066297,0.0147373533,324.3343188,950,275,1,,,,,,,,,,,,,,,,,,,,,,,
4.864286026,514.9654008,6809.219552,6557.941271,6683.580411,0.01879817894,348.864286,950,300,0,,,,,,,,,,,,,,,,,,,,,,,
4.526918057,538.4944181,6881.741701,6556.748344,6719.245022,0.02418377037,373.5269181,950,325,1,,,,,,,,,,,,,,,,,,,,,,,
4.2022115,565.5365114,6871.295393,6557.74307,6714.519232,0.02334882906,398.2022115,950,350,0,,,,,,,,,,,,,,,,,,,,,,,
3.952339499,603.2966775,6659.133699,6557.039693,6608.086696,0.007724929418,422.9523395,950,375,0,,,,,,,,,,,,,,,,,,,,,,,
3.401463184,640.6482008,6816.306228,6557.713826,6687.010027,0.01933542801,447.4014632,950,400,0,,,,,,,,,,,,,,,,,,,,,,,
3.03803258,666.0519281,6870.486966,6557.798355,6714.14266,0.02328581821,472.0380326,950,425,0,,,,,,,,,,,,,,,,,,,,,,,
2.756416874,685.8124525,6996.830402,6556.804594,6776.817498,0.03246552002,496.7564169,950,450,1,,,,,,,,,,,,,,,,,,,,,,,
2.510122573,728.4720132,6669.286177,6557.950543,6613.61836,0.008417149881,521.5101226,950,475,0,,,,,,,,,,,,,,,,,,,,,,,
1.985978641,779.4961936,6795.268651,6557.878977,6676.573814,0.01777780644,545.9859786,950,500,0,,,,,,,,,,,,,,,,,,,,,,,
1.65026787,804.3467552,6899.177314,6556.808591,6727.992953,0.02544360006,570.6502679,950,525,1,,,,,,,,,,,,,,,,,,,,,,,
1.303425336,829.5257883,6908.201513,6557.981155,6733.091334,0.0260073969,595.3034253,950,550,0,,,,,,,,,,,,,,,,,,,,,,,
8.452000072,158.5643976,6827.365977,6555.991529,6691.678753,0.02027700809,102.4520001,1000,50,1,,,,,,,,,,,,,,,,,,,,,,,
8.025267385,190.0208886,6849.719854,6557482,6703.600927,0.02179708024,127.0252674,1000,75,0,,,,,,,,,,,,,,,,,,,,,,,
7.636457527,219.0106091,6876.477709,6556.917839,6716.697774,0.0237884657,151.6364575,1000,100,1,,,,,,,,,,,,,,,,,,,,,,,
7.32184055,254.8002497,6679.014405,6556.217176,6617.615791,0.009278056747,176.3218405,1000,125,1,,,,,,,,,,,,,,,,,,,,,,,
6.977752102,317.4394554,6718.367516,6557.301475,6637.834496,0.01213242369,200.9777521,1000,150,0,,,,,,,,,,,,,,,,,,,,,,,
6.465689079,353.2977783,6933.453917,6556.782468,6745.118193,0.02792178265,225.4656891,1000,175,1,,,,,,,,,,,,,,,,,,,,,,,
6.019063446,384.7340468,7022.407611,6557.951222,6790.179417,0.0342005977,250.0190634,1000,200,0,,,,,,,,,,,,,,,,,,,,,,,
5.774202055,413.7725809,6767.383664,6556.834771,6662.109218,0.01580196943,274.7742021,1000,225,1,,,,,,,,,,,,,,,,,,,,,,,
5.481125146,469.4631173,6675.535851,6556.91589,6616.225871,0.008964322236,299.4811251,1000,250,1,,,,,,,,,,,,,,,,,,,,,,,
4.914283902,507.3806198,6813.994841,6557.821302,6685.908071,0.01915772219,323.9142839,1000,275,0,,,,,,,,,,,,,,,,,,,,,,,
4.51058534,534.9970255,6896.065427,6557.723086,6726.894257,0.02514848068,348.5105853,1000,300,0,,,,,,,,,,,,,,,,,,,,,,,
4.220393571,558.2749132,6972.689954,6556.836219,6764.763086,0.03073675531,373.2203936,1000,325,1,,,,,,,,,,,,,,,,,,,,,,,
3.869197352,596.7894935,6761.48962,6557.984244,6659.736932,0.01527878485,397.8691974,1000,350,0,,,,,,,,,,,,,,,,,,,,,,,
3.381859744,638.421984,6822.83934,6556.64859,6689.743965,0.01989543631,422.3818597,1000,375,1,,,,,,,,,,,,,,,,,,,,,,,
2.946779233,668.2502494,6924.73201,6557.95128,6741.341645,0.0272038378,446.9467792,1000,400,0,,,,,,,,,,,,,,,,,,,,,,,
2.361842852,733.7788815,6718.5953,6557.805421,6638.200361,0.01211095406,496.3618429,1000,450,0,,,,,,,,,,,,,,,,,,,,,,,
1.836014402,789.6442123,6824.477057,6557.954593,6691.215825,0.01991584719,520.8360144,1000,475,0,,,,,,,,,,,,,,,,,,,,,,,
1.482191172,816.3631395,6924.58338,6556.988488,6740.785934,0.02726647126,545.4821912,1000,500,1,,,,,,,,,,,,,,,,,,,,,,,
1.124888194,842.7998109,6974.575485,6556.99377,6765.784627,0.03085981435,570.1248882,1000,525,1,,,,,,,,,,,,,,,,,,,,,,,
0.7143221137,876.3243281,6811.489019,6557.975146,6684.732082,0.01896215661,594.7143221,1000,550,0,,,,,,,,,,,,,,,,,,,,,,,
8.332266112,167.2023492,6909.241213,6556.050983,6732.646098,0.02622967446,102.3322661,1050,50,1,,,,,,,,,,,,,,,,,,,,,,,
7.89669535,199.4929282,6874.714376,6557.587406,6716.150891,0.02360927973,126.8966954,1050,75,0,,,,,,,,,,,,,,,,,,,,,,,
7.498150683,229.9353027,6906.776333,6556.773166,6731.774749,0.02599635167,151.4981507,1050,100,1,,,,,,,,,,,,,,,,,,,,,,,
7.249089708,274.4312384,6611.769881,6552.967371,6582.368626,0.004466667906,176.2490897,1050,125,1,,,,,,,,,,,,,,,,,,,,,,,
6.697162502,335.8749573,6825.902022,6557.950228,6691.926125,0.02002052835,200.6971625,1050,150,0,,,,,,,,,,,,,,,,,,,,,,,
6.22179856,369.1768663,7072.629708,6556.852032,6814.74087,0.03784279449,225.2217986,1050,175,1,,,,,,,,,,,,,,,,,,,,,,,
5.792184881,399.6379977,7062.280637,6557.946277,6810.113457,0.03702833755,249.7921849,1050,200,0,,,,,,,,,,,,,,,,,,,,,,,
5.656149845,441.5450072,6705.854808,6556.486336,6631.170572,0.01126260217,274.6561498,1050,225,1,,,,,,,,,,,,,,,,,,,,,,,
5.093173935,491.5077562,6793.861925,6556.492788,6675.177357,0.01777998725,299.0931739,1050,250,1,,,,,,,,,,,,,,,,,,,,,,,
4.575375781,525.48136,6920.888434,6557.893606,6739.39102,0.02693083299,323.5753758,1050,275,0,,,,,,,,,,,,,,,,,,,,,,,
4.192486431,552.2490385,6964.045137,6557.941504,6760.993321,0.03003283793,348.1924864,1050,300,0,,,,,,,,,,,,,,,,,,,,,,,
3.870617286,584.252259,6934.799243,6556.896294,6745.847768,0.02801004128,372.8706173,1050,325,1,,,,,,,,,,,,,,,,,,,,,,,
3.473144996,629.0612331,6780.551897,6556.962318,6668.757107,0.01676396186,397.473145,1050,350,1,,,,,,,,,,,,,,,,,,,,,,,
2.921302696,666.2229869,6946.276031,6557.803705,6752.039868,0.02876703434,421.9213027,1050,375,0,,,,,,,,,,,,,,,,,,,,,,,
2.537208315,693.3890843,7016.070561,6556.980049,6786.525305,0.03382367934,446.5372083,1050,400,1,,,,,,,,,,,,,,,,,,,,,,,
2.230461257,727.8870121,6930.15369,6557.975806,6744.064748,0.02759299458,471.2304613,1050,425,0,,,,,,,,,,,,,,,,,,,,,,,
1.772365618,793.7444495,6815.119413,6557.841821,6686.480617,0.01923864039,495.7723656,1050,450,0,,,,,,,,,,,,,,,,,,,,,,,
1.345789209,825.7809901,6913.349144,6556.887958,6735.118551,0.0264628739,520.3457892,1050,475,1,,,,,,,,,,,,,,,,,,,,,,,
1.019561276,850.2178928,7060.869282,6556.980231,6808.924756,0.03700210157,545.0195613,1050,500,1,,,,,,,,,,,,,,,,,,,,,,,
0.5426265611,888.3455321,6878.119065,6557.977158,6718.048111,0.02382700309,569.5426266,1050,525,0,,,,,,,,,,,,,,,,,,,,,,,
0.2748802849,952.7020269,6740.210698,6557.704751,6648.957725,0.01372440267,594.2748803,1050,550,0,,,,,,,,,,,,,,,,,,,,,,,
8.225806228,174.9697042,6955.801524,6557.631726,6756.716625,0.02946474007,102.2258062,1100,50,0,,,,,,,,,,,,,,,,,,,,,,,
7.774969999,208.4358902,6887.876021,6557.735583,6722.805802,0.02455376874,126.77497,1100,75,0,,,,,,,,,,,,,,,,,,,,,,,
7.358617608,243.3488396,6850.612976,6556.6753,6703.644138,0.02192372314,151.3586176,1100,100,1,,,,,,,,,,,,,,,,,,,,,,,
7.09838984,304.3087544,6709.615549,6556.268816,6632.942182,0.01155948054,176.0983898,1100,125,1,,,,,,,,,,,,,,,,,,,,,,,
6.471092854,350.3285084,6934.134252,6557.919588,6746.02692,0.02788416561,200.4710929,1100,150,0,,,,,,,,,,,,,,,,,,,,,,,
5.987744613,384.0875629,7132.02705,6556.631066,6844.329058,0.04203450614,224.9877446,1100,175,1,,,,,,,,,,,,,,,,,,,,,,,
5.590756708,414.158846,7022.230216,6557.82065,6790.025433,0.03419792533,249.5907567,1100,200,0,,,,,,,,,,,,,,,,,,,,,,,
5.340122683,470.584149,6735.907798,6557.272303,6646.59005,0.01343813092,274.3401227,1100,225,0,,,,,,,,,,,,,,,,,,,,,,,
4.762607829,508.4323007,6945.493692,6556.802328,6751.14801,0.02878705691,298.7626078,1100,250,1,,,,,,,,,,,,,,,,,,,,,,,
4.263605409,541.4285951,7008.367983,6557.955652,6783.161817,0.03320076557,323.2636054,1100,275,0,,,,,,,,,,,,,,,,,,,,,,,
3.908630953,568.8535641,7004.276258,6556.881135,6780.578697,0.03299092475,347.908631,1100,300,1,,,,,,,,,,,,,,,,,,,,,,,
3.563241916,612.4836434,6820.79057,6557.849279,6689.319925,0.01965381345,372.5632419,1100,325,0,,,,,,,,,,,,,,,,,,,,,,,
3.01681908,656.0984513,6939.905344,6556.968412,6748.436878,0.02837226898,397.0168191,1100,350,1,,,,,,,,,,,,,,,,,,,,,,,
2.515728328,690.5707551,7067.73741,6557.961218,6812.849314,0.03741284803,421.5157283,1100,375,0,,,,,,,,,,,,,,,,,,,,,,,
2.17894796,715.1097682,7164.72922,6556.947359,6860.83829,0.04429355679,446.178948,1100,400,1,,,,,,,,,,,,,,,,,,,,,,,
1.874521637,785.9185503,6775.017942,6556.903934,6665.960938,0.01636028247,470.8745216,1100,425,1,,,,,,,,,,,,,,,,,,,,,,,
1.277234025,829.9220871,6945.323176,6557.880626,6751.601901,0.02869263882,495.277234,1100,450,0,,,,,,,,,,,,,,,,,,,,,,,
0.9383124138,856.0791481,7110.610782,6556.939084,6833.774933,0.04050994535,519.9383124,1100,475,1,,,,,,,,,,,,,,,,,,,,,,,
0.4279706586,893.4662369,7039.571724,6557.984051,6798.777887,0.03541722362,544.4279707,1100,500,0,,,,,,,,,,,,,,,,,,,,,,,
0.07756279682,961.8361283,6792.703962,6557.98952,6675.346741,0.01758069291,569.0775628,1100,525,0,,,,,,,,,,,,,,,,,,,,,,,
0.0008731247639,965.7595195,7292.731881,6606.866488,6949.799184,0.0493442598,594.0008731,1100,550,0,,,,,,,,,,,,,,,,,,,,,,,
8.121716467,182.5894702,7041.677478,6557.474341,6799.57591,0.03560539237,102.1217165,1150,50,0,,,,,,,,,,,,,,,,,,,,,,,
7.65252164,217.3918393,6930.308161,6557.412456,6743.860309,0.02764705139,126.6525216,1150,75,0,,,,,,,,,,,,,,,,,,,,,,,
7.225604307,256.274591,6844.358651,6557.367071,6700.862861,0.02141452419,151.2256043,1150,100,0,,,,,,,,,,,,,,,,,,,,,,,
6.824653783,325.2626516,6855.629866,6557.999579,6706.814723,0.02218864688,175.8246538,1150,125,0,,,,,,,,,,,,,,,,,,,,,,,
6.273243652,362.4762509,7053.026588,6556.898513,6804.962551,0.0364534023,200.2732437,1150,150,1,,,,,,,,,,,,,,,,,,,,,,,
5.78104687,396.7395507,7190.325484,6557.932626,6874.129055,0.04599803504,224.7810469,1150,175,0,,,,,,,,,,,,,,,,,,,,,,,
5.457279474,431.72717,6800.567068,6557.894342,6679.230705,0.01816621827,249.4572795,1150,200,0,,,,,,,,,,,,,,,,,,,,,,,
5.003934089,487.3173228,6835.066531,6557.964918,6696.515724,0.02068998447,274.0039341,1150,225,0,,,,,,,,,,,,,,,,,,,,,,,
4.465664452,520.9600375,7041.782147,6556.887102,6799.334625,0.03565753652,298.4656645,1150,250,1,,,,,,,,,,,,,,,,,,,,,,,
3.962984216,553.2581837,7080.151609,6557.897553,6819.024581,0.03829389745,322.9629842,1150,275,0,,,,,,,,,,,,,,,,,,,,,,,
3.635109011,583.8828967,7019.171526,6556.861763,6788.016645,0.03405337577,347.635109,1150,300,1,,,,,,,,,,,,,,,,,,,,,,,
3.203099174,639.2622749,6772.137665,6557.879169,6665.008417,0.01607338525,372.2030992,1150,325,0,,,,,,,,,,,,,,,,,,,,,,,
2.581489578,681.4352324,7046.89765,6557.917371,6802.407511,0.03594170727,396.5814896,1150,350,0,,,,,,,,,,,,,,,,,,,,,,,
2.144208791,713.1565295,7156.694288,6557.803743,6857.249016,0.04366842617,421.1442088,1150,375,0,,,,,,,,,,,,,,,,,,,,,,,
1.912942713,766.0978318,6755.956667,6557.998433,6656.97755,0.01486847685,445.9129427,1150,400,0,,,,,,,,,,,,,,,,,,,,,,,
1.279201074,829.8355283,6949.12044,6557.88672,6753.50358,0.02896524116,470.2792011,1150,425,0,,,,,,,,,,,,,,,,,,,,,,,
0.8749860498,861.289521,7103.097149,6556.771654,6829.934402,0.03999492992,494.874986,1150,450,1,,,,,,,,,,,,,,,,,,,,,,,
0.4100442117,895.8950507,7136.7631,6557.937144,6847.350122,0.04226642023,519.4100442,1150,475,0,,,,,,,,,,,,,,,,,,,,,,,
0.006232970068,962.4860463,6787.98703,6557.891732,6672.939381,0.01724092521,544.006233,1150,500,0,,,,,,,,,,,,,,,,,,,,,,,
0.0007028248572,958.5277802,7347.102529,6617.552711,6982.32762,0.05224259428,569.0007028,1150,525,0,,,,,,,,,,,,,,,,,,,,,,,
0.0002261311553,958.6945065,7458.470497,6653.538842,7056.00467,0.05703877003,594.0002261,1150,550,0,,,,,,,,,,,,,,,,,,,,,,,
8.025248498,189.6553963,7119.611666,6557.796312,6838.703989,0.04107615676,102.0252485,1200,50,0,,,,,,,,,,,,,,,,,,,,,,,
7.539351362,225.6110819,6993.484011,6556.319929,6774.90197,0.03226349867,126.5393514,1200,75,1,,,,,,,,,,,,,,,,,,,,,,,
7.121253159,270.0582844,6758.610563,6556.933436,6657772,0.01514599232,151.1212532,1200,100,1,,,,,,,,,,,,,,,,,,,,,,,
6.613919965,337.3327612,7054.170256,6557.829994,6806.000125,0.03646343316,175.61392,1200,125,0,,,,,,,,,,,,,,,,,,,,,,,
6.086929324,373.1108622,7173.908366,6556.613504,6865.260935,0.04495785867,200.0869293,1200,150,1,,,,,,,,,,,,,,,,,,,,,,,
5.582326447,406.4549061,7228.971387,6557.802064,6893.386726,0.04868211731,224.5823264,1200,175,0,,,,,,,,,,,,,,,,,,,,,,,
5.290581689,445.7387178,6782.359324,6556.7005,6669.529912,0.01691714611,249.2905817,1200,200,1,,,,,,,,,,,,,,,,,,,,,,,
4.71752828,496.7905207,6951.725367,6557.931025,6754.828196,0.02914910119,273.7175283,1200,225,0,,,,,,,,,,,,,,,,,,,,,,,
4.18539828,531.2817302,7121.338239,6556.747134,6839.042686,0.04127705662,298.1853983,1200,250,1,,,,,,,,,,,,,,,,,,,,,,,
3.671808152,566.3983337,7160.903476,6557.892432,6859.397954,0.04395509989,322.6718082,1200,275,0,,,,,,,,,,,,,,,,,,,,,,,
3.403953436,613.4983904,6840.342483,6556.947136,6698.644809,0.0211531851,347.4039534,1200,300,1,,,,,,,,,,,,,,,,,,,,,,,
2.802267902,666.4156702,6999.73197,6556.677919,6778.204945,0.03268225541,371.8022679,1200,325,1,,,,,,,,,,,,,,,,,,,,,,,
2.213342498,708.0242705,7206.332434,6557.827835,6882.080134,0.04711544952,396.2133425,1200,350,0,,,,,,,,,,,,,,,,,,,,,,,
1.852259495,738.2188306,7241.810761,6556.936429,6899.373595,0.04963308065,420.8522595,1200,375,1,,,,,,,,,,,,,,,,,,,,,,,
1.385144838,823.3956237,6852.877638,6557.893584,6705.385611,0.02199605445,445.3851448,1200,400,0,,,,,,,,,,,,,,,,,,,,,,,
0.8506076562,862.2123656,7076.607957,6557.976106,6817.292032,0.03803796644,469.8506077,1200,425,0,,,,,,,,,,,,,,,,,,,,,,,
0.4737440827,889.913873,7246.988713,6556.975873,6901.982293,0.0499865699,494.4737441,1200,450,1,,,,,,,,,,,,,,,,,,,,,,,
0.0008182743067,923.6630549,7280.52772,6567.822065,6924.174893,0.05146502406,519.0008183,1200,475,0,,,,,,,,,,,,,,,,,,,,,,,
0.0008119800117,925.2919069,7502.121331,6611.128856,7056.625093,0.06313162901,544.000812,1200,500,0,,,,,,,,,,,,,,,,,,,,,,,
0.0005112828942,927.2569799,7555.905587,6648.433764,7102.169675,0.06388694329,569.0005113,1200,525,0,,,,,,,,,,,,,,,,,,,,,,,
0.0005284172943,929.1630253,7575.376196,6682.769698,7129.072947,0.06260326586,594.0005284,1200,550,0,,,,,,,,,,,,,,,,,,,,,,,
7.931221725,196.5654415,7174.288204,6557.478607,6865.883406,0.04491844388,101.9312217,1250,50,0,,,,,,,,,,,,,,,,,,,,,,,
7.431298291,233.4611358,7066.386549,6556.519024,6811.452787,0.03742722299,126.4312983,1250,75,1,,,,,,,,,,,,,,,,,,,,,,,
7.040983925,285.6921564,6681.03948,6556.880153,6618.959817,0.009379066393,151.0409839,1250,100,1,,,,,,,,,,,,,,,,,,,,,,,
6.441289809,345.2833986,7181.907731,6557.689285,6869.798508,0.04543207815,175.4412898,1250,125,0,,,,,,,,,,,,,,,,,,,,,,,
5.909676804,380.1319161,7229.690292,6556.745729,6893.21801,0.04881207596,199.9096768,1250,150,1,,,,,,,,,,,,,,,,,,,,,,,
5.385214755,415.0768505,7274.816489,6557.783906,6916.300198,0.05183642721,224.3852148,1250,175,0,,,,,,,,,,,,,,,,,,,,,,,
5.128641276,462.3977584,6788.223588,6556.83948,6672.531534,0.01733855486,249.1286413,1250,200,1,,,,,,,,,,,,,,,,,,,,,,,
4.448013371,508.5176206,7051.639895,6557.63337,6804.636633,0.03629925826,273.4480134,1250,225,0,,,,,,,,,,,,,,,,,,,,,,,
3.899830015,546.1050182,7187.222631,6556.886971,6872.054801,0.04586224053,297.89983,1250,250,1,,,,,,,,,,,,,,,,,,,,,,,
3.399995288,581.9823212,7183.567716,6557.822073,6870.694895,0.04553728936,322.3999953,1250,275,0,,,,,,,,,,,,,,,,,,,,,,,
3.080535246,648.6081185,6789.195143,6557.677242,6673.436192,0.01734622872,347.0805352,1250,300,0,,,,,,,,,,,,,,,,,,,,,,,
2.370466581,696.6441131,7150.156436,6557.970538,6854.063487,0.04319962161,371.3704666,1250,325,0,,,,,,,,,,,,,,,,,,,,,,,
1.878639247,731.6655465,7292.223079,6557.894061,6925.05857,0.05301969727,395.8786392,1250,350,0,,,,,,,,,,,,,,,,,,,,,,,
1.677664371,795.7205718,6715.019307,6557.600665,6636.309986,0.01186040454,420.6776644,1250,375,0,,,,,,,,,,,,,,,,,,,,,,,
0.9108045748,855.8035466,7067.810665,6557.982079,6812.896372,0.03741643484,444.9108046,1250,400,0,,,,,,,,,,,,,,,,,,,,,,,
0.4579682415,887.278765,7197.66314,6556.800172,6877.231656,0.04659309147,469.4579682,1250,425,1,,,,,,,,,,,,,,,,,,,,,,,
0.0009023476782,919.1126809,7289.624002,6560.182829,6924.903416,0.05266796725,494.0009023,1250,450,0,,,,,,,,,,,,,,,,,,,,,,,
