TestSat.Busek_BHT_200_largetank.FuelMass   TestSat.ElapsedDays       TestSat.Earth.RadApo      TestSat.Earth.RadPer      TestSat.Earth.SMA         TestSat.Earth.ECC         TestSat.TotalMass         orbit_height              target_mass               exz                       Abbruch                   
8.359840238,70.67863704,12379.95528,6557.760579,9468.85793,0.3074391202,427.3598402,400,375,0.3,1
8.399910899,66.083271,13113.25604,6557.828522,9835.542282,0.3332519617,427.3999109,400,375,0.325,1
6.910780341,131.6906788,12655.72805,6557.765731,9606.746891,0.3173791497,425.9107803,600,375,0.3,1
6.994962575,122.8000026,13439.33343,6557.701211,9998.51732,0.3441326347,425.9949626,600,375,0.325,1
5.516109534,203.6002657,12798.0978,6557.746063,9677.921933,0.3224014299,424.5161095,800,375,0.3,1
5.645610494,176.1447139,13743.98198,6557.741014,10150.8615,0.3539719741,424.6456105,800,375,0.325,1
4.221163291,251.6826368,13424.58944,6557.889898,9991.239671,0.3436360138,423.2211633,1000,375,0.3,1
4.380791265,232.2516724,14106.58368,6557.843007,10332.21334,0.3653012389,423.3807913,1000,375,0.325,1
2.985727269,297.4726741,13822.59496,6557.64519,10190.12008,0.356470273,421.9857273,1200,375,0.3,1
3.186082094,275.1359185,14584.34815,6557.823255,10571.0857,0.3796452475,422.1860821,1200,375,0.325,1
1.845912867,339.209081,14191.00937,6557.874452,10374.44191,0.3678817129,420.8459129,1400,375,0.3,1
2.05764321,315.2321755,14991.96035,6557.687905,10774.82413,0.3913879402,421.0576432,1400,375,0.325,1
