TestSat.Busek_BHT_200_largetank.FuelMass   TestSat.ElapsedDays       TestSat.Earth.RadApo      TestSat.Earth.RadPer      TestSat.Earth.SMA         TestSat.Earth.ECC         TestSat.TotalMass         orbit_height              target_mass               exz                       Abbruch                   
9.590735206,17.60504455,12354.30757,6557.300842,9455.804207,0.3065316605,103.5907352,400,50,0.3,1
9.598614076,16.53888297,13070.2699,6557.068538,9813.669217,0.3318433306,103.5986141,400,50,0.325,1
9.245494906,32.12143111,12744.42794,6557.970621,9651.199282,0.3205019989,103.2454949,600,50,0.3,1
9.261419868,30.13622267,13484.57835,6557.974076,10021.27621,0.3455949185,103.2614199,600,50,0.325,1
8.91736908,45.62979976,13108.03798,6557.788334,9832.913157,0.3330777737,102.9173691,800,50,0.3,1
8.94080222,42.80248886,13863.94809,6557.789703,10210.86889,0.3577637936,102.9408022,800,50,0.325,1
8.606023349,58.18329573,13433.9338,6557.094033,9995.513916,0.3439963079,102.6060233,1000,50,0.3,1
8.638653783,54.49627773,14233.43578,6557.946316,10395.69105,0.3691668706,102.6386538,1000,50,0.325,1
8.313106197,69.74918097,13799.07284,6557.148573,10178.11071,0.3557597513,102.3131062,1200,50,0.3,1
8.350215816,65.43829131,14608.55989,6556.74884,10582.65437,0.3804249281,102.3502158,1200,50,0.325,1
8.034383726,80.53879541,14145.63783,6556.28544,10350.96163,0.3666013196,102.0343837,1400,50,0.3,1
8.079718325,75.50032876,14963.45821,6556.731478,10760.09484,0.3906437096,102.0797183,1400,50,0.325,1
